first name,last name,Category,Sub-Category,Suber-catogory,,,
,White-bellied sea eagle,animals,,,,,
,White-browed owl,animals,,,,,
,White-browed sparrow weaver,animals,,,,,
,White-cheeked pintail,animals,,,,,
,"White-eye, cape",animals,,,,,
,"White-eye, pale",animals,,,,,
,White-faced tree rat,animals,,,,,
,White-faced whistling duck,animals,,,,,
,White-fronted bee-eater,animals,,,,,
,White-fronted capuchin,animals,,,,,
,White-headed vulture,animals,,,,,
,White-lipped peccary,animals,,,,,
,White-mantled colobus,animals,,,,,
,White-necked raven,animals,,,,,
,White-necked stork,animals,,,,,
,White-nosed coatimundi,animals,,,,,
,White-rumped vulture,animals,,,,,
,White-tailed deer,animals,,,,,
,White-tailed jackrabbit,animals,,,,,
,White-throated kingfisher,animals,,,,,
,White-throated monitor,animals,,,,,
,White-throated robin,animals,,,,,
,White-throated toucan,animals,,,,,
,White-winged black tern,animals,,,,,
,White-winged dove,animals,,,,,
,White-winged tern,animals,,,,,
,Wild boar,animals,,,,,
,Wild turkey,animals,,,,,
,Wild water buffalo,animals,,,,,
,"Wildebeest, blue",animals,,,,,
,Wolf spider,animals,,,,,
,"Wolf, common",animals,,,,,
,"Wolf, mexican",animals,,,,,
,"Wolf, timber",animals,,,,,
,"Wombat, common",animals,,,,,
,"Wombat, southern hairy-nosed",animals,,,,,
,Wood pigeon,animals,,,,,
,Woodchuck,animals,,,,,
,"Woodcock, american",animals,,,,,
,"Woodpecker, downy",animals,,,,,
,"Woodpecker, red-headed",animals,,,,,
,Woodrat (unidentified),animals,,,,,
,Woolly-necked stork,animals,,,,,
,Worm snake (unidentified),animals,,,,,
,Woylie,animals,,,,,
,Yak,animals,,,,,
,Yellow baboon,animals,,,,,
,Yellow mongoose,animals,,,,,
,Yellow-bellied marmot,animals,,,,,
,Yellow-billed hornbill,animals,,,,,
,Yellow-billed stork,animals,,,,,
,Yellow-brown sungazer,animals,,,,,
,Yellow-crowned night heron,animals,,,,,
,Yellow-headed caracara,animals,,,,,
,Yellow-necked spurfowl,animals,,,,,
,Yellow-rumped siskin,animals,,,,,
,Yellow-throated sandgrouse,animals,,,,,
,"Zebra, common",animals,,,,,
,"Zebra, plains",animals,,,,,
,Zorilla,animals,,,,,
,"Zorro, azara's",animals,,,,,
,"Zorro, common",animals,,,,,
Claude,Levi-Strauss,Anthropology,society,,,,
Angel ,Alcala,Aquatics,Marine Biologist,,,,
Arthor,Eddington,Astonomer,Astrophysics,,,,
Clyde,Tombaugh,Astronomy,Astroids,,,,
Johannes,kepler,Astronomy,mathematics,,,,
William ,Herschel,Astronomy,composer,,,,
Maria ,Mitchell,Astronomy,comets,,,,
Michael,E. Brown,Astronomy,planets,,,,
Muhammad ibn Musa,al-Khwarizimi,Astronomy,mathematics,,,,
Thabit,ibn Qurra,Astronomy,mathematics,,,,
Henrietta,leavitt,Astronomy,stars,,,,
Edmund,Halley,Astronomy,comets,,,,
Al,Battani,Astronomy,Astronomical instruments,,,,
Nicolaus,Copernicus,Astronomy,Solar System,,,,
Edwin,Hubble,Astronomy,Telescopes,,,,
Antony,Hewish,Astronomy,Noble prize of physics,,,,
Claudius,Ptolemy,Astronomy,planetary models,,,,
sally,ride,Astronomy,space,,,,
Carl ,Sagan,Astronomy,Cosmos,,,,
Tycho,Brahe,Astronomy,,,,,
Neil deGrasse,Chadwick,atoms,Nobel Prize in Physics,,,,
Jocelyn,Neale Hurston,author ,anthropologist,,,,
Mohammad,Mayr,Avian Taxonomy,,,,,
james,Dumont,Aviation,Invention,,,,
Zora,quimby,aviation ,pilot,,,,
Ernst,sangar,biochemist,noble prize in chemistry,,,,
Alberto Santos,elion,biochemist,pharmacologist,,,,
harriet,Clark,Biochemist,Physiology,,,,
Frederick,Wilson,Biologist,Ants,,,,
Gertrude,Margulis,Biologist,Cells,,,,
Leland,Lamarck,biologist,evolution,,,,
E. O.,Agassiz,Biologist,Natural Science,,,,
Lynn,needham,biologist,naturalist,,,,
Jean-Baptiste ,Delbruck,Biologist,Nobel Prize in medicine,,,,
Louis,cori,biologist,Nobel prize in medicine,,,,
john,Haller,Biologist,physiology,,,,
Max,Darwin,Biologist,evolution,,,,
gerty,lorenz,biologist,Nobel Prize in medicine,,,,
Albrecht,boas,biologist,anthropologists ,,,,
Charles,Arber,biologist,Botany,,,,
Francesco,crick,biologist,DNA,,,,
konrad,selye,biologist,endocrinologist,,,,
Franz,Potter,biologist,fungi,,,,
Agnese,mendel,biologist,Genetics,,,,
Francis,Cousteau,biologist,inventor,,,,
hans,Hirase,biologist,malacologist,,,,
Beatrix,helmont,biologist,medicine,,,,
gregor,Winogradsky,biologist,microbiologist,,,,
Jacques ,Beckman,biologist,PH,,,,
Shintaro,salk,biologist,philosopher,,,,
jan baptist,bose,biologist,physics,,,,
sergei,piaget,biologist,psychologist,,,,
Arnold Orville,goodall,biologist,wildlife,,,,
jonas,redi,biologists,animals,,,,
jagadish,Houssay,biology,Nobel prize,,,,
jean,Burbank,Botany,Agricultural Science,,,,
jane,Humboldt,Botany,Botannical Geography,,,,
Luther,bank,botany,naturalist,,,,
Alexander Von,Brown,botany,palaeobotany,,,,
joseph,ray,botany,taxonomy,,,,
Robert,Noakes,chemicals ,Physicist,,,,
john,liebig,chemist,agricultural chemist,,,,
Tim,Chandra Ray,Chemist,Chemical Researcher,,,,
Justus,Lavon Julian,Chemist,Herbalist,,,,
Prafulla,davy,chemist,inventor,,,,
Percy,Midgeley Jr.,chemist,mechanical engineer,,,,
humphry,Hahn,Chemist,Nuclear Chemist,,,,
Thomas,Kwolek,chemist,"organic chemist,",,,,
Otto ,Pauling,Chemist,Quantum chemist,,,,
stephanie,Boyle,chemist,Alchemy,,,,
Linus,oppenheimer,chemist,atomic energy,,,,
Friedrich ,Kekulé,chemist,biochemisty,,,,
Robert,Pasteur,chemist,biologist,,,,
j.robert,carver,chemist,botany,,,,
Friedrich ,Perey,chemist,Elements,,,,
Louis,marcet,chemist,english,,,,
George,Zewail,chemist,Nobel Prize,,,,
Marguerite ,Bosch,chemist,Nobel Prize,,,,
jane,ostwald,chemist,Nobel Prize in chemistry,,,,
Ahmed ,Fischer,chemist,Nobel Prize in chemistry,,,,
Carl,Molina,chemist,Nobel Prize in chemistry,,,,
Wilhelm,hopkins,chemist,noble prize in medicine,,,,
Emil,Khan,chemist,Nuclear,,,,
Mario,Soddy,chemist,nuclear chemist,,,,
Frederick,Lavoisier,chemist,Periodic table,,,,
Abdul Qadeer,Hoyle,chemist,periodic table,,,,
Frederick,Mendeleev,chemist,Elements,,,,
Antoine,Wöhler,Chemist ,inorganic,,,,
fred,Bragg,chemistry,atoms,,,,
Dmitri,Curie,chemistry,Nobel Prize in chemistry and Physics,,,,
Lawrence,blodgett,chemistry,light,,,,
Marie,urey,chemistry,Nobel Prize in chemistryry,,,,
j.j,Thomson,chemisty,atoms,,,,
georg,brandt,chemisty,metals,,,,
hedy,lammar,communication,communication,,,,
Alan Turing,Turing,Computer science,Decoder,,,,
grace,hopper,computer science,Inventor,,,,
Thomas,Burnet,divine theologian,speculative cosmogony,,,,
Erwin,Chargaff,DNA,DNA structure,,,,
Maurice ,Wilkins,DNA/Physiology,Nobel Prize in medicine,,,,
henry,Thoreau,Ecology,history,,,,
Alfred,Wallace,Ecology,Natural Selection,,,,
Lee De,Forest,Electrical Engineer,Inventor,,,,
Alexander Graham,Bell,Electricity,Communication,,,,
Michael ,Faraday,Electricity,units,,,,
André,Ampere,Electricity,electromagnetism,,,,
hans,oestered,electricity,electromagnetism,,,,
joseph,henry,electricity,electromagnetism,,,,
james,watt,electricity,inventor,,,,
john,baird,electricity,inventor,,,,
Guglielmo,marconi,electricity,Nobel prize in physics,,,,
gustav ,hertz,electricity,nobel prize in physics,,,,
gustav,kirchoff,electricity,Radiation,,,,
Heinrich,hertz,electricity,radio waves,,,,
hermann,Helmholtz,Electricity and magnetism and pathology,inventor,,,,
Wilhelm,Röntgen,electromagnetic radiation,Nobel Prize in physics,,,,
sven,Wingqvist,engineer,inventor,,,,
Thomas,Newcomen,engineer,inventor,,,,
K. Eric,drexler,engineer,nanotechnology,,,,
frank,Hornby,engineering,inventor,,,,
Erwin,Schrodinger,Engineering,Wave Mechanics,,,,
William ,John Swainson,entomologist,malacologist,,,,
Lester,R. Brown,Environmental Science,,,,,
Theodosius,Dobzhansky,evolutionary genetics,evolutionary theory,,,,
Kristian,Birkeland,Explains Aurora Borealis,electromagnetics,,,,
Elizabeth ,Blackwell,First Female Doctor,Women's Rights,,,,
Thales ,,first scientist in history,mathematics,,,,
Ernesto,Illy,Food Chemist,Coffee,,,,
,Horse Mushroom,Fungi,,,,,
,Prince (The),Fungi,,,,,
,Salty Mushroom,Fungi,,,,,
,Commercial Button Mushroom,Fungi,,,,,
,Pavement Mushroom,Fungi,,,,,
,Field Mushroom,Fungi,,,,,
,Tufted Wood Mushroom,Fungi,,,,,
,Inky Mushroom,Fungi,,,,,
,Blushing Wood Mushroom,Fungi,,,,,
,Wood Mushroom,Fungi,,,,,
,Macro Mushroom,Fungi,,,,,
,Yellow Stainer,Fungi,,,,,
,Bearded Fieldcap,Fungi,,,,,
,Common Fieldcap,Fungi,,,,,
,Spring Fieldcap,Fungi,,,,,
,Wrinkled Fieldcap,Fungi,,,,,
,Sheep Polypore,Fungi,,,1,,
,Orange Peel Fungus,Fungi,,,1,,
,Caesar's Mushroom,Fungi,,,1,,
,Snakeskin Grisette,Fungi,,,1,,
,False Deathcap,Fungi,,,1,,
,Orange Grisette,Fungi,,,1,,
,Solitary Amanita,Fungi,,,1,,
,Grey Spotted Amanita,Fungi,,,1,,
,Tawny Grisette,Fungi,,,1,,
,Jewelled Amanita,Fungi,,,1,,
,Fly Agaric,Fungi,,,1,,
,Bearded Amanita,Fungi,,,1,,
,Panthercap,Fungi,,,1,,
,Deathcap,Fungi,,,1,,
,Grey Veiled Amanita,Fungi,,,1,,
,Brown Fly Agaric,Fungi,,,1,,
,Blusher (The),Fungi,,,1,,
,Warted Amanita,Fungi,,,1,,
,Grisette,Fungi,,,1,,
,Destroying Angel,Fungi,,,1,,
,Club Foot,Fungi,,,1,,
,Bulbous Honey Fungus,Fungi,,,1,,
,Honey Fungus,Fungi,,,1,,
,Dark Honey Fungus,Fungi,,,1,,
,Ringless Honey Fungus,Fungi,,,1,,
,Purple Jellydisc,Fungi,,,1,,
,Starfish Fungus,Fungi,,,7,,
,Powdery Piggyback,Fungi,,,1,,
,Silky Piggyback,Fungi,,,1,,
,Barometer Earthstar,Fungi,,,10,,
,Jelly Ear,Fungi,,,1,,
,Tripe Fungus,Fungi,,,1,,
,Earpick Fungus,Fungi,,,1,,
,Toothed Crust,Fungi,,,1,,
,Sandy Stiltball,Fungi,,,8,,
,Lemon Disco,Fungi,,,1,,
,Smoky Bracket,Fungi,,,1,,
,Yellow Fieldcap,Fungi,,,8,,
,Bronze Bolete,Fungi,,,7,,
,Cep or Penny Bun,Fungi,,,7,,
,Summer Bolete,Fungi,,,7,,
,Suede Bolete,Fungi,,,7,,
,Grey Puffball,Fungi,,,10,,
,Wood Bolete,Fungi,,,9,,
,Black Bulgar,Fungi,,,1,,
,Pale Bolete,Fungi,,,7,,
,Royal Bolete,Fungi,,,7,,
,Netted Crust,Fungi,,,1,,
,Bitter Beech Bolete,Fungi,,,9,,
,Rooting Bolete,Fungi,,,7,,
,Small Stagshorn,Fungi,,,1,,
,Yellow Stagshorn,Fungi,,,1,,
,Pale Stagshorn,Fungi,,,1,,
,St George's Mushroom,Fungi,,,1,,
,Giant Puffball,Fungi,,,7,,
,Golden Chanterelle,Fungi,,,1,,
,Chanterelle,Fungi,,,1,,
,Trumpet Chanterelle,Fungi,,,1,,
,Peppery Bolete,Fungi,,,7,,
,Green Elfcup,Fungi,,,1,,
,Turquoise Elfcup,Fungi,,,1,,
,Shaggy Parasol,Fungi,,,1,,
,Copper Spike,Fungi,,,12,,
,Devil's Fingers,Fungi,,,7,,
,Red Cage,Fungi,,,7,,
,White Spindles,Fungi,,,1,,
,Violet Coral,Fungi,,,1,,
,Giant Club,Fungi,,,1,,
,Ergot,Fungi,,,2,,
,Grey Coral,Fungi,,,1,,
,Crested Coral,Fungi,,,1,,
,Wrinkled Club,Fungi,,,1,,
,Meadow Coral,Fungi,,,1,,
,Golden Spindles,Fungi,,,1,,
,Handsome Club,Fungi,,,1,,
,Apricot Club,Fungi,,,1,,
,Beige Coral,Fungi,,,1,,
,Trooping Funnel,Fungi,,,1,,
,Common Funnel,Fungi,,,1,,
,Clouded Funnel,Fungi,,,1,,
,Aniseed Funnel,Fungi,,,1,,
,Chicken Run Funnel,Fungi,,,1,,
,Frosty Funnel,Fungi,,,1,,
,Fool's Funnel,Fungi,,,1,,
,Miller (The),Fungi,,,5,,
,Lentil Shanklet,Fungi,,,1,,
,Tiger's Eye,Fungi,,,9,,
,Craypot Stinkhorn,Fungi,,,7,,
,Milky conecap,Fungi,,,8,,
,Fairy Inkcap,Fungi,,,12,,
,Glistening Inkcap,Fungi,,,12,,
,Common Inkcap,Fungi,,,12,,
,Hare'sfoot Inkcap,Fungi,,,12,,
,Snowy Inkcap,Fungi,,,12,,
,Magpie Inkcap,Fungi,,,12,,
,Shaggy Inkcap,Fungi,,,12,,
,Midden Inkcap,Fungi,,,12,,
,Drumstick Truffleclub,Fungi,,,2,,
,Scarlet Catterpillarclub,Fungi,,,2,,
,Pearly Webcap,Fungi,,,8,,
,Variable Webcap,Fungi,,,8,,
,Red Banded Webcap,Fungi,,,8,,
,Dappled Webcap,Fungi,,,8,,
,Mealy Bigfoot Webcap,Fungi,,,8,,
,Goatcheese Webcap,Fungi,,,8,,
,Gypsy (The),Fungi,,,8,,
,Cinnamon Webcap,Fungi,,,8,,
,Blue-girdled Webcap,Fungi,,,8,,
,Saffron Webcap,Fungi,,,8,,
,Sepia Webcap,Fungi,,,8,,
,Pelargonium Webcap,Fungi,,,8,,
,Frosty Webcap,Fungi,,,8,,
,Earthy Webcap,Fungi,,,8,,
,Purple Stocking Webcap,Fungi,,,8,,
,Orange Webcap,Fungi,,,8,,
,Fool's Webcap,Fungi,,,8,,
,Goliath Webcap,Fungi,,,8,,
,Bruising Webcap,Fungi,,,8,,
,Deadly Webcap,Fungi,,,8,,
,Bloodred Webcap,Fungi,,,8,,
,Surprise Webcap,Fungi,,,8,,
,Stocking Webcap,Fungi,,,8,,
,Birch Webcap,Fungi,,,8,,
,Girdled Webcap,Fungi,,,8,,
,Marsh Webcap,Fungi,,,8,,
,Violet Webcap,Fungi,,,8,,
,Horn of Plenty,Fungi,,,1,,
,Flat Oysterling,Fungi,,,3,,
,Grass Oysterling,Fungi,,,3,,
,Peeling Oysterling,Fungi,,,3,,
,Variable Oysterling,Fungi,,,3,,
,Common Bird's Nest,Fungi,,,2,,
,Meadow Waxcap,Fungi,,,1,,
,Snowy Waxcap,Fungi,,,1,,
,Blackening Bolete,Fungi,,,7,,
,Field Bird's Nest,Fungi,,,2,,
,Fluted Bird's Nest,Fungi,,,2,,
,Poplar Fieldcap,Fungi,,,10,,
,Dark Fieldcap,Fungi,,,10,,
,Earthy Powdercap,Fungi,,,2,,
,Orange Jelly Spot,Fungi,,,1,,
,Common Jellyspot,Fungi,,,1,,
,Oak Mazegill,Fungi,,,1,,
,Blushing Bracket,Fungi,,,1,,
,King Alfred's Cakes,Fungi,,,1,,
,Crazed Cap,Fungi,,,1,,
,False Truffle,Fungi,,,11,,
,Big Blue Pinkgill,Fungi,,,5,,
,Indigo Pinkgill,Fungi,,,5,,
,Shield Pinkgill,Fungi,,,5,,
,Star Pinkgill,Fungi,,,5,,
,Felted Pinkgill,Fungi,,,5,,
,Mousepee Pinkgill,Fungi,,,5,,
,Pine Pinkgill,Fungi,,,5,,
,Papillate Pinkgill,Fungi,,,5,,
,Lilac Pinkgill,Fungi,,,5,,
,Mealy Pinkgill,Fungi,,,5,,
,Wood Pinkgill,Fungi,,,5,,
,Cream Pinkgill,Fungi,,,5,,
,Silky Pinkgill,Fungi,,,5,,
,Blue Edge Pinkgill,Fungi,,,5,,
,Livid Pinkgill,Fungi,,,5,,
,Witches' Butter,Fungi,,,1,,
,Crystal Brain,Fungi,,,1,,
,Amber Jelly,Fungi,,,1,,
,White Brain,Fungi,,,1,,
,Beefsteak Fungus,Fungi,,,5,,
,Velvet Shank,Fungi,,,1,,
,Hoof Fungus,Fungi,,,2,,
,Red-banded Bracket,Fungi,,,2,,
,Cinnamon Porecrust,Fungi,,,1,,
,Tufted Bracket,Fungi,,,1,,
,Turf Bell,Fungi,,,9,,
,Funeral Bell,Fungi,,,9,,
,Bog Bell,Fungi,,,9,,
,Dwarf Bell,Fungi,,,9,,
,Artist's Bracket,Fungi,,,9,,
,Southern Bracket,Fungi,,,9,,
,Lacquered Bracket,Fungi,,,9,,
,Beeswax Bracket,Fungi,,,9,,
,Sessile Earthstar,Fungi,,,10,,
,Daisy Earthstar,Fungi,,,10,,
,Arched Earthstar,Fungi,,,10,,
,Beaked Earthstar,Fungi,,,10,,
,Dwarf Earthstar,Fungi,,,10,,
,Collared Earthstar,Fungi,,,10,,
,Cedar Cup,Fungi,,,1,,
,Slimy Waxcap,Fungi,,,1,,
,Heath Waxcap,Fungi,,,1,,
,Parrot Waxcap,Fungi,,,1,,
,Slimy Spike,Fungi,,,10,,
,Rosy Spike,Fungi,,,11,,
,Hen of the Woods,Fungi,,,1,,
,Magenta Rustgill,Fungi,,,8,,
,Spectacular Rustgill,Fungi,,,8,,
,Common Rustgill,Fungi,,,8,,
,Scaly Rustgill,Fungi,,,8,,
,Horsehair Parachute,Fungi,,,1,,
,Clustered Toughshank,Fungi,,,1,,
,Russet Toughshank,Fungi,,,1,,
,Spindleshank,Fungi,,,1,,
,Wood Woollyfoot,Fungi,,,1,,
,Tongues of Fire,Fungi,,,1,,
,False Morel,Fungi,,,2,,
,Cornflower Bolete,Fungi,,,,,
,Poisonpie,Fungi,,,9,,
,Veiled Poisonpie,Fungi,,,9,,
,Bitter Poisonpie,Fungi,,,9,,
,White Saddle,Fungi,,,1,,
,Elastic Saddle,Fungi,,,1,,
,Elfin Saddle,Fungi,,,1,,
,Felt Saddle,Fungi,,,1,,
,Iodine Bolete,Fungi,,,7,,
,Lion's Mane,Fungi,,,1,,
,Tiered Tooth,Fungi,,,1,,
,Bearded Tooth,Fungi,,,1,,
,Root Rot,Fungi,,,2,,
,Ruby Bolete,Fungi,,,7,,
,Zoned Tooth,Fungi,,,9,,
,Devil's Tooth,Fungi,,,9,,
,Ridged Tooth,Fungi,,,9,,
,Wood Hedgehog,Fungi,,,1,,
,Terracotta Hedgehog,Fungi,,,1,,
,Persistent Waxcap,Fungi,,,1,,
,Orange Waxcap,Fungi,,,1,,
,Goblet Waxcap,Fungi,,,1,,
,Butter Waxcap,Fungi,,,1,,
,Golden Waxcap,Fungi,,,1,,
,Scarlet Waxcap,Fungi,,,1,,
,Blackening Waxcap,Fungi,,,1,,
,Dune Waxcap,Fungi,,,1,,
,Earthy Waxcap,Fungi,,,1,,
,Glutinous Waxcap,Fungi,,,1,,
,Vermillion Waxcap,Fungi,,,1,,
,Crimson Waxcap,Fungi,,,1,,
,Oily Waxcap,Fungi,,,1,,
,Honey Waxcap,Fungi,,,1,,
,Date Waxcap,Fungi,,,1,,
,Splendid Waxcap,Fungi,,,1,,
,False Chanterelle,Fungi,,,1,,
,Gold Flecked Woodwax,Fungi,,,1,,
,Ivory Woodwax,Fungi,,,1,,
,Herald of Winter,Fungi,,,1,,
,Glue Crust,Fungi,,,1,,
,Oak Curtain Crust,Fungi,,,1,,
,Conifer Tuft,Fungi,,,11,,
,Sulphur Tuft,Fungi,,,11,,
,Brick Tuft,Fungi,,,11,,
,Snakeskin Brownie,Fungi,,,11,,
,Hazel Gloves,Fungi,,,1,,
,Bay Bolete,Fungi,,,7,,
,Deadly Fibrecap,Fungi,,,9,,
,White Fibrecap,Fungi,,,9,,
,Lilac Fibrecap,Fungi,,,9,,
,Torn Fibrecap,Fungi,,,9,,
,Beige Fibrecap,Fungi,,,9,,
,Woolly Fibrecap,Fungi,,,9,,
,Shaggy Bracket,Fungi,,,1,,
,Alder Bracket,Fungi,,,2,,
,Brittle Cinder,Fungi,,,12,,
,Sheathed Woodtuft,Fungi,,,8,,
,Amethyst Deceiver,Fungi,,,1,,
,Bicoloured Deceiver,Fungi,,,1,,
,Deceiver,Fungi,,,1,,
,Scurfy Deceiver,Fungi,,,1,,
,Twisted Deceiver,Fungi,,,1,,
,Weeping Widow,Fungi,,,12,,
,Orange Milkcap,Fungi,,,2,,
,Beech Milkcap,Fungi,,,2,,
,Curry Milkcap,Fungi,,,2,,
,Yellowdrop Milkcap,Fungi,,,4,,
,Saffron Milkcap,Fungi,,,4,,
,False Saffron Milkcap,Fungi,,,4,,
,Tawny Milkcap,Fungi,,,4,,
,Coconut Milkcap,Fungi,,,2,,
,Pale Milkcap,Fungi,,,3,,
,Peppery Milkcap,Fungi,,,1,,
,Bearded Milkcap,Fungi,,,2,,
,Fiery Milkcap,Fungi,,,2,,
,Oakbug Milkcap,Fungi,,,4,,
,Yellow Bearded Milkcap,Fungi,,,2,,
,Rufous Milkcap,Fungi,,,4,,
,Spotted Milkcap,Fungi,,,2,,
,Watery Milkcap,Fungi,,,2,,
,Mild Milkcap,Fungi,,,4,,
,Birch Milkcap,Fungi,,,4,,
,Woolly Milkcap,Fungi,,,2,,
,Ugly Milkcap,Fungi,,,4,,
,Shiner,Fungi,,,2,,
,Fleecy Milkcap,Fungi,,,1,,
,Grey Milkcap,Fungi,,,2,,
,Chicken of the Woods,Fungi,,,1,,
,Orange Oak Bolete,Fungi,,,3,,
,Saffron Bolete,Fungi,,,3,,
,Ghost Bolete,Fungi,,,3,,
,Hazel Bolete,Fungi,,,7,,
,Birch Bolete,Fungi,,,7,,
,Mottled Bolete,Fungi,,,3,,
,Orange Birch Bolete,Fungi,,,3,,
,Aniseed Cockleshell,Fungi,,,1,,
,Birch Mazegill,Fungi,,,1,,
,Jellybaby,Fungi,,,1,,
,Shield Dapperling,Fungi,,,1,,
,Stinking Dapperling,Fungi,,,1,,
,Cat Dapperling,Fungi,,,1,,
,Green Dapperling,Fungi,,,1,,
,Yellowfoot Dapperling,Fungi,,,1,,
,Tawny Funnel,Fungi,,,2,,
,Flowery Blewit,Fungi,,,2,,
,Wood Blewit,Fungi,,,5,,
,Field Blewit,Fungi,,,5,,
,Sordid Blewit,Fungi,,,1,,
,Redlead Roundhead,Fungi,,,11,,
,White Dapperling,Fungi,,,1,,
,Plant Pot Dapperling,Fungi,,,1,,
,White Webcap,Fungi,,,1,,
,Giant Funnel,Fungi,,,1,,
,Liverwort Navel,Fungi,,,1,,
,Spiny Puffball,Fungi,,,11,,
,Pestle Puffball,Fungi,,,11,,
,Grassland Puffball,Fungi,,,10,,
,Flaky Puffball,Fungi,,,10,,
,Dusky Puffball,Fungi,,,10,,
,Common Puffball,Fungi,,,10,,
,Meadow Puffball,Fungi,,,10,,
,Stump Puffball,Fungi,,,10,,
,Mosaic Puffball,Fungi,,,10,,
,White Domecap,Fungi,,,1,,
,Clustered Domecap,Fungi,,,1,,
,Cucumber Cap,Fungi,,,6,,
,Slender Parasol,Fungi,,,1,,
,Parasol,Fungi,,,1,,
,Pipe Club,Fungi,,,1,,
,Twig Parachute,Fungi,,,1,,
,Holly Parachute,Fungi,,,1,,
,Fairy Ring Champignon,Fungi,,,1,,
,Collared Parachute,Fungi,,,1,,
,Whitelaced Shank,Fungi,,,1,,
,Dune Cavalier,Fungi,,,2,,
,Spring Cavalier,Fungi,,,2,,
,Grooved Cavalier,Fungi,,,2,,
,Bald Knight,Fungi,,,2,,
,Common Cavalier,Fungi,,,2,,
,Giant Polypore,Fungi,,,1,,
,Olive Earthtongue,Fungi,,,1,,
,Bog Beacon,Fungi,,,1,,
,Common Grey Disco,Fungi,,,1,,
,Black Morel,Fungi,,,2,,
,Morel,Fungi,,,2,,
,Dog Stinkhorn,Fungi,,,2,,
,Orange Bonnet,Fungi,,,1,,
,Scarlet Bonnet,Fungi,,,1,,
,Drab Bonnet,Fungi,,,1,,
,Angel's Bonnet,Fungi,,,1,,
,Yellowleg Bonnet,Fungi,,,1,,
,Ivory Bonnet,Fungi,,,1,,
,Common Bonnet,Fungi,,,1,,
,Milking Bonnet,Fungi,,,1,,
,Burgundydrop Bonnet,Fungi,,,1,,
,Clustered Bonnet,Fungi,,,1,,
,Rooting Bonnet,Fungi,,,1,,
,Grooved Bonnet,Fungi,,,1,,
,Lilac Bonnet,Fungi,,,1,,
,Rosy Bonnet,Fungi,,,1,,
,Snapping Bonnet,Fungi,,,1,,
,Pepper Pot,Fungi,,,10,,
,Coral Spot,Fungi,,,12,,
,Scarletina Bolete,Fungi,,,7,,
,Beech Jellydisc,Fungi,,,1,,
,Jack o' Lantern,Fungi,,,1,,
,Toad's Ear,Fungi,,,1,,
,Hare's Ear,Fungi,,,1,,
,Porcelain Fungus,Fungi,,,1,,
,Brown Mottlegill,Fungi,,,10,,
,Turf Mottlegill,Fungi,,,12,,
,Petticoat Mottlegill,Fungi,,,12,,
,Egghead Mottlegill,Fungi,,,12,,
,Bitter Oysterling,Fungi,,,1,,
,Lilac Oysterling,Fungi,,,1,,
,Conical Brittlestem,Fungi,,,12,,
,Pleated Inkcap,Fungi,,,12,,
,Brown Rollrim,Fungi,,,3,,
,Dune Cup,Fungi,,,1,,
,Bay Cup,Fungi,,,1,,
,Golden Bootleg,Fungi,,,3,,
,Dyer's Mazegill,Fungi,,,2,,
,Sand Stinkhorn,Fungi,,,2,,
,Stinkhorn,Fungi,,,2,,
,Yellow Bridal Veil Stinkhorn,Fungi,,,2,,
,Willow Bracket,Fungi,,,1,,
,Black Tooth,Fungi,,,1,,
,Alder Scalycap,Fungi,,,9,,
,Golden Scalycap,Fungi,,,9,,
,Flaming Scalycap,Fungi,,,9,,
,Sticky Scalycap,Fungi,,,9,,
,Shaggy Scalycap,Fungi,,,9,,
,Birch Polypore,Fungi,,,1,,
,Dyeball,Fungi,,,9,,
,Branching Oyster,Fungi,,,2,,
,Veiled Oyster,Fungi,,,2,,
,Oyster Mushroom,Fungi,,,2,,
,Deer Shield,Fungi,,,5,,
,Yellow Shield,Fungi,,,5,,
,Sooty Shield,Fungi,,,5,,
,Lion Shield,Fungi,,,5,,
,Wrinkled Shield,Fungi,,,5,,
,Goldleaf Shield,Fungi,,,5,,
,Willow Shield,Fungi,,,5,,
,Velvet Shield,Fungi,,,5,,
,Winter Polypore,Fungi,,,1,,
,Fringed Polypore,Fungi,,,1,,
,Bay Polypore,Fungi,,,1,,
,Blackfoot Polypore,Fungi,,,1,,
,Dryad's Saddle,Fungi,,,1,,
,Tuberous Polypore,Fungi,,,1,,
,Umbrella Polypore,Fungi,,,1,,
,Nail Fungus,Fungi,,,12,,
,Pink Waxcap,Fungi,,,1,,
,Conifer Blueing Bracket,Fungi,,,1,,
,Bitter Bracket,Fungi,,,1,,
,Dune Brittlestem,Fungi,,,12,,
,Pale Brittlestem,Fungi,,,12,,
,Clustered Brittlestem,Fungi,,,12,,
,Common Stump Brittlestem,Fungi,,,12,,
,Oak Bracket,Fungi,,,1,,
,Parasitic Bolete,Fungi,,,7,,
,Goblet,Fungi,,,1,,
,Jelly Tooth,Fungi,,,1,,
,Magic Mushroom,Fungi,,,11,,
,Cinnabar Bracket,Fungi,,,1,,
,Rosso Coral,Fungi,,,2,,
,Salmon Coral,Fungi,,,3,,
,Upright Coral,Fungi,,,3,,
,Yellow False Truffle,Fungi,,,2,,
,Butter Cap,Fungi,,,2,,
,Spotted Toughshank,Fungi,,,2,,
,Wrinkled Peach,Fungi,,,5,,
,Sycamore Tarspot,Fungi,,,1,,
